OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-CA,USGS California Water Science Center,nwisca.01.95300278,Sample-Routine,Water,Surface Water,1953-04-13,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26183189,,,Calcium,Dissolved,13.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95300278,Sample-Routine,Water,Surface Water,1953-04-13,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26183190,,,Magnesium,Dissolved,6.80,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95300278,Sample-Routine,Water,Surface Water,1953-04-13,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26183191,,,Sodium,Dissolved,15.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95300278,Sample-Routine,Water,Surface Water,1953-04-13,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26183193,,,"Sodium, percent total cations",,35,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95300283,Sample-Routine,Water,Surface Water,1953-09-17,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26183295,,,Calcium,Dissolved,18.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95300283,Sample-Routine,Water,Surface Water,1953-09-17,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26183296,,,Magnesium,Dissolved,11.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95300283,Sample-Routine,Water,Surface Water,1953-09-17,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26183297,,,Sodium,Dissolved,41.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95300283,Sample-Routine,Water,Surface Water,1953-09-17,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26183299,,,"Sodium, percent total cations",,49,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95300283,Sample-Routine,Water,Surface Water,1953-09-17,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26183300,,,Potassium,Dissolved,2.70,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95500325,Sample-Routine,Water,Surface Water,1954-11-16,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26235287,,,Calcium,Dissolved,19.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95500325,Sample-Routine,Water,Surface Water,1954-11-16,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26235288,,,Magnesium,Dissolved,16.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95500325,Sample-Routine,Water,Surface Water,1954-11-16,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26235289,,,Sodium,Dissolved,76.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95500325,Sample-Routine,Water,Surface Water,1954-11-16,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26235291,,,"Sodium, percent total cations",,58,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95500325,Sample-Routine,Water,Surface Water,1954-11-16,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26235292,,,Potassium,Dissolved,4.10,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95100072,Sample-Routine,Water,Surface Water,1951-05-15,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26141502,,,Calcium,Dissolved,16.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95100072,Sample-Routine,Water,Surface Water,1951-05-15,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26141503,,,Magnesium,Dissolved,7.60,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95100072,Sample-Routine,Water,Surface Water,1951-05-15,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26141504,,,Sodium,Dissolved,23.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95100072,Sample-Routine,Water,Surface Water,1951-05-15,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26141506,,,"Sodium, percent total cations",,40,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95100072,Sample-Routine,Water,Surface Water,1951-05-15,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26141507,,,Potassium,Dissolved,2.30,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95300282,Sample-Routine,Water,Surface Water,1953-09-16,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26183271,,,Calcium,Dissolved,18.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95300282,Sample-Routine,Water,Surface Water,1953-09-16,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26183272,,,Magnesium,Dissolved,12.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95300282,Sample-Routine,Water,Surface Water,1953-09-16,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26183273,,,Sodium,Dissolved,40.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95300282,Sample-Routine,Water,Surface Water,1953-09-16,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26183275,,,"Sodium, percent total cations",,47,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95300282,Sample-Routine,Water,Surface Water,1953-09-16,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26183276,,,Potassium,Dissolved,2.50,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95100071,Sample-Routine,Water,Surface Water,1951-04-20,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26141489,,,Sodium,Dissolved,19.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400321,Sample-Routine,Water,Surface Water,1954-03-19,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26210413,,,Calcium,Dissolved,15.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400321,Sample-Routine,Water,Surface Water,1954-03-19,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26210414,,,Magnesium,Dissolved,6.70,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400321,Sample-Routine,Water,Surface Water,1954-03-19,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26210415,,,Sodium,Dissolved,15.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400321,Sample-Routine,Water,Surface Water,1954-03-19,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26210417,,,"Sodium, percent total cations",,33,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400321,Sample-Routine,Water,Surface Water,1954-03-19,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26210418,,,Potassium,Dissolved,1.30,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400323,Sample-Routine,Water,Surface Water,1954-05-11,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26210455,,,Calcium,Dissolved,10.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400323,Sample-Routine,Water,Surface Water,1954-05-11,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26210456,,,Magnesium,Dissolved,5.60,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400323,Sample-Routine,Water,Surface Water,1954-05-11,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26210457,,,Sodium,Dissolved,10.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400323,Sample-Routine,Water,Surface Water,1954-05-11,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26210459,,,"Sodium, percent total cations",,31,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400323,Sample-Routine,Water,Surface Water,1954-05-11,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26210460,,,Potassium,Dissolved,1.20,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400319,Sample-Routine,Water,Surface Water,1954-02-10,,,,,,,,,,,,,,,,,USGS-11337200,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26210378,,,Calcium,Dissolved,20.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
