OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-CA,USGS California Water Science Center,nwisca.01.96700402,Sample-Routine,Water,Surface Water,1966-11-15,13:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754155,,,Calcium,Dissolved,66.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700402,Sample-Routine,Water,Surface Water,1966-11-15,13:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754156,,,Magnesium,Dissolved,19.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700402,Sample-Routine,Water,Surface Water,1966-11-15,13:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754157,,,Sodium,Dissolved,69.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700402,Sample-Routine,Water,Surface Water,1966-11-15,13:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754159,,,"Sodium, percent total cations",,38,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700402,Sample-Routine,Water,Surface Water,1966-11-15,13:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754160,,,Potassium,Dissolved,4.85,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700480,Sample-Routine,Water,Surface Water,1967-01-25,13:15:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26755105,,,Calcium,Dissolved,27.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700480,Sample-Routine,Water,Surface Water,1967-01-25,13:15:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26755106,,,Magnesium,Dissolved,7.50,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700480,Sample-Routine,Water,Surface Water,1967-01-25,13:15:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26755107,,,Sodium,Dissolved,16.9,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700480,Sample-Routine,Water,Surface Water,1967-01-25,13:15:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26755109,,,"Sodium, percent total cations",,27,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700480,Sample-Routine,Water,Surface Water,1967-01-25,13:15:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26755110,,,Potassium,Dissolved,2.37,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700463,Sample-Routine,Water,Surface Water,1967-07-21,09:15:00,PDT,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754839,,,Calcium,Dissolved,70.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700463,Sample-Routine,Water,Surface Water,1967-07-21,09:15:00,PDT,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754840,,,Magnesium,Dissolved,17.6,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700463,Sample-Routine,Water,Surface Water,1967-07-21,09:15:00,PDT,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754841,,,Sodium,Dissolved,43.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700463,Sample-Routine,Water,Surface Water,1967-07-21,09:15:00,PDT,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754843,,,"Sodium, percent total cations",,27,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700463,Sample-Routine,Water,Surface Water,1967-07-21,09:15:00,PDT,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754844,,,Potassium,Dissolved,2.90,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700438,Sample-Routine,Water,Surface Water,1967-02-13,12:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754383,,,Calcium,Dissolved,56.6,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700438,Sample-Routine,Water,Surface Water,1967-02-13,12:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754384,,,Magnesium,Dissolved,12.7,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700438,Sample-Routine,Water,Surface Water,1967-02-13,12:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754385,,,Sodium,Dissolved,27.5,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700438,Sample-Routine,Water,Surface Water,1967-02-13,12:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754387,,,"Sodium, percent total cations",,23,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700438,Sample-Routine,Water,Surface Water,1967-02-13,12:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754388,,,Potassium,Dissolved,2.52,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700453,Sample-Routine,Water,Surface Water,1967-04-06,12:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754649,,,Calcium,Dissolved,22.7,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700453,Sample-Routine,Water,Surface Water,1967-04-06,12:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754650,,,Magnesium,Dissolved,6.40,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700453,Sample-Routine,Water,Surface Water,1967-04-06,12:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754651,,,Sodium,Dissolved,15.8,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700453,Sample-Routine,Water,Surface Water,1967-04-06,12:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754653,,,"Sodium, percent total cations",,29,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700453,Sample-Routine,Water,Surface Water,1967-04-06,12:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754654,,,Potassium,Dissolved,1.96,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700401,Sample-Routine,Water,Surface Water,1966-11-15,10:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754136,,,Calcium,Dissolved,66.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700401,Sample-Routine,Water,Surface Water,1966-11-15,10:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754137,,,Magnesium,Dissolved,19.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700401,Sample-Routine,Water,Surface Water,1966-11-15,10:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754138,,,Sodium,Dissolved,69.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700401,Sample-Routine,Water,Surface Water,1966-11-15,10:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754140,,,"Sodium, percent total cations",,38,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700401,Sample-Routine,Water,Surface Water,1966-11-15,10:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754141,,,Potassium,Dissolved,4.90,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700475,Sample-Routine,Water,Surface Water,1967-01-21,11:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26755010,,,Calcium,Dissolved,11.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700475,Sample-Routine,Water,Surface Water,1967-01-21,11:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26755011,,,Magnesium,Dissolved,3.10,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700475,Sample-Routine,Water,Surface Water,1967-01-21,11:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26755012,,,Sodium,Dissolved,10.6,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700475,Sample-Routine,Water,Surface Water,1967-01-21,11:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26755014,,,"Sodium, percent total cations",,35,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700475,Sample-Routine,Water,Surface Water,1967-01-21,11:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26755015,,,Potassium,Dissolved,2.32,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700482,Sample-Routine,Water,Surface Water,1967-01-30,10:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26755143,,,Calcium,Dissolved,21.2,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700482,Sample-Routine,Water,Surface Water,1967-01-30,10:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26755144,,,Magnesium,Dissolved,5.70,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700482,Sample-Routine,Water,Surface Water,1967-01-30,10:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26755145,,,Sodium,Dissolved,14.5,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700482,Sample-Routine,Water,Surface Water,1967-01-30,10:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26755147,,,"Sodium, percent total cations",,28,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700482,Sample-Routine,Water,Surface Water,1967-01-30,10:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26755148,,,Potassium,Dissolved,2.18,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700406,Sample-Routine,Water,Surface Water,1966-11-21,12:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754231,,,Calcium,Dissolved,42.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700406,Sample-Routine,Water,Surface Water,1966-11-21,12:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754232,,,Magnesium,Dissolved,12.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700406,Sample-Routine,Water,Surface Water,1966-11-21,12:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754233,,,Sodium,Dissolved,33.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700406,Sample-Routine,Water,Surface Water,1966-11-21,12:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754235,,,"Sodium, percent total cations",,31,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700406,Sample-Routine,Water,Surface Water,1966-11-21,12:30:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754236,,,Potassium,Dissolved,3.10,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700440,Sample-Routine,Water,Surface Water,1967-03-02,14:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754421,,,Calcium,Dissolved,61.4,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700440,Sample-Routine,Water,Surface Water,1967-03-02,14:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754422,,,Magnesium,Dissolved,14.3,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.96700440,Sample-Routine,Water,Surface Water,1967-03-02,14:00:00,PST,,,,,,,,,,,,,,,USGS-11162500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26754423,,,Sodium,Dissolved,31.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
