OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-CA,USGS California Water Science Center,nwisca.01.95400061,Sample-Routine,Water,Surface Water,1954-03-08,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26204892,,,Potassium,Dissolved,1.80,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95200027,Sample-Routine,Water,Surface Water,1952-02-19,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26160367,,,Sodium,Dissolved,11.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400062,Sample-Routine,Water,Surface Water,1954-04-15,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26204906,,,Calcium,Dissolved,37.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400062,Sample-Routine,Water,Surface Water,1954-04-15,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26204907,,,Magnesium,Dissolved,14.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400062,Sample-Routine,Water,Surface Water,1954-04-15,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26204908,,,Sodium,Dissolved,13.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400062,Sample-Routine,Water,Surface Water,1954-04-15,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26204910,,,"Sodium, percent total cations",,16,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400062,Sample-Routine,Water,Surface Water,1954-04-15,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26204911,,,Potassium,Dissolved,1.50,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400074,Sample-Routine,Water,Surface Water,1954-04-20,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26205153,,,Calcium,Dissolved,38.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400074,Sample-Routine,Water,Surface Water,1954-04-20,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26205154,,,Magnesium,Dissolved,18.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400074,Sample-Routine,Water,Surface Water,1954-04-20,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26205155,,,Sodium,Dissolved,15.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400074,Sample-Routine,Water,Surface Water,1954-04-20,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26205157,,,"Sodium, percent total cations",,16,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400074,Sample-Routine,Water,Surface Water,1954-04-20,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26205158,,,Potassium,Dissolved,2.20,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400057,Sample-Routine,Water,Surface Water,1953-10-15,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26204811,,,Calcium,Dissolved,41.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400057,Sample-Routine,Water,Surface Water,1953-10-15,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26204812,,,Magnesium,Dissolved,16.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400057,Sample-Routine,Water,Surface Water,1953-10-15,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26204813,,,Sodium,Dissolved,14.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400057,Sample-Routine,Water,Surface Water,1953-10-15,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26204815,,,"Sodium, percent total cations",,15,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400057,Sample-Routine,Water,Surface Water,1953-10-15,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26204816,,,Potassium,Dissolved,1.20,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95200028,Sample-Routine,Water,Surface Water,1952-03-18,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26160381,,,Sodium,Dissolved,8.00,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95300060,Sample-Routine,Water,Surface Water,1953-05-13,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26178512,,,Calcium,Dissolved,18.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95300060,Sample-Routine,Water,Surface Water,1953-05-13,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26178513,,,Magnesium,Dissolved,9.20,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95300060,Sample-Routine,Water,Surface Water,1953-05-13,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26178514,,,Sodium,Dissolved,16.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95300060,Sample-Routine,Water,Surface Water,1953-05-13,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26178516,,,"Sodium, percent total cations",,29,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95300060,Sample-Routine,Water,Surface Water,1953-05-13,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26178517,,,Potassium,Dissolved,2.20,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400068,Sample-Routine,Water,Surface Water,1953-10-15,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26205038,,,Calcium,Dissolved,35.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400068,Sample-Routine,Water,Surface Water,1953-10-15,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26205039,,,Magnesium,Dissolved,15.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400068,Sample-Routine,Water,Surface Water,1953-10-15,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26205040,,,Sodium,Dissolved,14.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400068,Sample-Routine,Water,Surface Water,1953-10-15,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26205042,,,"Sodium, percent total cations",,17,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400068,Sample-Routine,Water,Surface Water,1953-10-15,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26205043,,,Potassium,Dissolved,2.00,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400079,Sample-Routine,Water,Surface Water,1954-09-20,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26205265,,,Calcium,Dissolved,41.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400079,Sample-Routine,Water,Surface Water,1954-09-20,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26205266,,,Magnesium,Dissolved,16.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400079,Sample-Routine,Water,Surface Water,1954-09-20,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26205267,,,Sodium,Dissolved,17.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400079,Sample-Routine,Water,Surface Water,1954-09-20,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26205269,,,"Sodium, percent total cations",,18,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95400079,Sample-Routine,Water,Surface Water,1954-09-20,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26205270,,,Potassium,Dissolved,2.50,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95300056,Sample-Routine,Water,Surface Water,1953-01-21,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26178441,,,Calcium,Dissolved,33.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95300056,Sample-Routine,Water,Surface Water,1953-01-21,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26178442,,,Magnesium,Dissolved,17.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95300056,Sample-Routine,Water,Surface Water,1953-01-21,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26178443,,,Sodium,Dissolved,12.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95300056,Sample-Routine,Water,Surface Water,1953-01-21,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26178445,,,"Sodium, percent total cations",,15,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95300056,Sample-Routine,Water,Surface Water,1953-01-21,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26178446,,,Potassium,Dissolved,1.20,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95200029,Sample-Routine,Water,Surface Water,1952-05-19,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26160396,,,Calcium,Dissolved,37.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95200029,Sample-Routine,Water,Surface Water,1952-05-19,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26160397,,,Magnesium,Dissolved,15.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95200029,Sample-Routine,Water,Surface Water,1952-05-19,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26160398,,,Sodium,Dissolved,10.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95200029,Sample-Routine,Water,Surface Water,1952-05-19,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26160400,,,"Sodium, percent total cations",,12,%,,Historical,,Actual,,,,,,,,,,,00932,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95200029,Sample-Routine,Water,Surface Water,1952-05-19,,,,,,,,,,,,,,,,,USGS-11168000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26160401,,,Potassium,Dissolved,1.40,mg/l,,Historical,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95500062,Sample-Routine,Water,Surface Water,1954-10-20,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26229676,,,Calcium,Dissolved,42.0,mg/l,,Historical,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95500062,Sample-Routine,Water,Surface Water,1954-10-20,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26229677,,,Magnesium,Dissolved,17.0,mg/l,,Historical,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.95500062,Sample-Routine,Water,Surface Water,1954-10-20,,,,,,,,,,,,,,,,,USGS-11170000,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-26229678,,,Sodium,Dissolved,17.0,mg/l,,Historical,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,NWIS
